Mood,song_name,song_uri,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Fear,My Funny Valentine,spotify:track:7lkUDDKw8Xce33MtJTfvpO,Hether,32,0.692,0.149,7,-17.54,0,0.0368,0.793,0.774,0.105,0.352,129.857,191861
Fear,Empty Stomach Space Cadet,spotify:track:0cwE12SmWNLi8YNkoxmfGp,King Krule,57,0.607,0.493,11,-10.152,0,0.0315,0.278,0.745,0.213,0.188,99.973,127151
Fear,Used To It,spotify:track:7EeCwTGR2ct1WTo0OvkWag,Ethan P. Flynn,34,0.661,0.263,4,-12.494,1,0.042,0.726,0.000756,0.102,0.124,100.125,182002
Fear,Hotel,spotify:track:0JzG1wJuB4v9UPkSE7LMXi,Montell Fish,76,0.228,0.427,0,-8.739,0,0.0363,0.752,0.0167,0.592,0.192,180.345,197333
Fear,Ms,spotify:track:0pCTr2E9CtulIwNprituKi,alt-J,57,0.609,0.413,5,-11.407,1,0.0351,0.876,0.0239,0.0799,0.0697,130.969,238747
Fear,Satanic Slumber Party,spotify:track:5TRDXiHPikN83orTXSmZBz,Elita,42,0.528,0.476,7,-11.059,1,0.0261,0.635,0.9,0.114,0.161,60.988,183423
Fear,If You Say the Word,spotify:track:3pmSHIHtJC289ImufO7uor,Radiohead,47,0.548,0.527,5,-8.17,0,0.0282,0.0907,0.675,0.11,0.424,110.259,260733
Fear,Dancing with Ghosts,spotify:track:2vXq4DzEwtxMyc5WLOg6EY,Hania Rani,55,0.397,0.124,4,-16.319,0,0.0329,0.96,0.00682,0.109,0.071,113.449,299400
Fear,Come 2 Me,spotify:track:1QtFsnrZWSAXdQPS7yjvk1,Johnny Goth,52,0.707,0.679,7,-8.036,1,0.0383,0.248,0.763,0.131,0.192,114.959,158593
Fear,Strange Time,spotify:track:4eCXQY1vh9XMW66LmS5alP,Matt Maltese,45,0.374,0.249,1,-10.985,1,0.0395,0.936,0.00876,0.114,0.0633,128.018,200093
Fear,Port,spotify:track:5TnhWeSJAkolB4y8eY3P2T,bdrmm,36,0.448,0.248,0,-10.965,1,0.0311,0.0202,0.816,0.109,0.0357,139.975,282377
Fear,Duffy's,spotify:track:4lcamfRMk5t5fC2OQ3QfXZ,deathcrash,24,0.58,0.321,7,-10.052,1,0.0438,0.109,0.757,0.125,0.179,132.186,219133
Fear,Too Sad,spotify:track:6VoVG0X8ToU27bWyAXduJb,Ex:Re,38,0.652,0.227,1,-12.242,0,0.0273,0.741,0.0319,0.099,0.105,60.556,327541
Fear,Undress,spotify:track:3vHTp0PSVjgnqocdLHCk19,Pretty Sick,49,0.238,0.875,2,-4.715,1,0.0656,0.00245,0.157,0.146,0.299,120.363,239519
Fear,Blue,spotify:track:5XOmmOQZFpzeHnWcsFAEiX,NewDad,50,0.62,0.58,10,-9.952,1,0.0258,0.799,0.919,0.114,0.503,119.977,198427
Fear,Gooey,spotify:track:1gk3FhAV07q9Jg77UxnVjX,Glass Animals,73,0.487,0.369,11,-13.424,0,0.0406,0.736,3.75e-05,0.0925,0.106,183.114,289307
Fear,My Evil,spotify:track:3X70q6VNGZzpM9XaWfGVn0,Palehound,44,0.611,0.402,11,-8.003,0,0.0278,0.528,0.0,0.118,0.464,90.023,144404
Fear,Almighty,spotify:track:6RpiN5H6IpDWNTaVEZUhrH,Creams,30,0.83,0.457,2,-7.897,1,0.0585,0.118,0.000597,0.152,0.256,114.984,245125
Fear,Night Time,spotify:track:53AfCfybXX2rNfTSej1mOB,The xx,44,0.68,0.391,11,-11.754,0,0.032,0.509,0.186,0.122,0.137,122.006,216853
Fear,The Place Where He Inserted the Blade,spotify:track:3k2kIiJqUiIP49iUcOLpWT,"Black Country, New Road",60,0.376,0.451,11,-8.276,1,0.0327,0.402,4.13e-05,0.128,0.164,123.344,433360
Fear,Spinning Wheel,spotify:track:35AFp3kz5PoMNU0TQGFwEz,Black Honey,30,0.242,0.717,4,-6.107,1,0.0624,0.102,2e-05,0.259,0.145,79.566,205704
Fear,It Was Gone,spotify:track:5XUpxZO6tIHpupxE97LJ7I,Orchid Mantis,42,0.51,0.752,8,-3.218,1,0.0334,0.208,0.0304,0.386,0.357,99.951,307069
Fear,Horror Scene (feat. aldn),spotify:track:4xaQIoPckzCcFQ2e4W7gqR,Xowie Jones,44,0.667,0.665,1,-5.368,1,0.0282,0.0123,0.0,0.65,0.493,121.008,119396
Fear,Physical,spotify:track:4QZ2EpH1iPBHGmpU2YEF2z,Pretty Sick,47,0.482,0.583,10,-10.223,1,0.0555,0.457,0.283,0.144,0.249,112.964,273361
Fear,Go Dig My Grave,spotify:track:5FBto2Mh2gVkGWV0mRh0hg,Lankum,31,0.246,0.148,0,-9.08,1,0.0375,0.0352,0.00177,0.164,0.0326,138.586,518747
Fear,Your Love Is It Real?,spotify:track:5AGYajXy8psPb1d18TC20G,doubleVee,39,0.661,0.622,11,-8.834,0,0.0278,0.302,0.00188,0.357,0.593,103.018,205787
Fear,The Wetlands,spotify:track:4bA08mTRGaTbyAdZedkgaX,Aoife Wolf,27,0.283,0.48,11,-11.635,0,0.0351,0.665,0.837,0.114,0.755,203.639,237000
Fear,Cage Girl,spotify:track:1INxSAGo3BIvfxGBIp7XeM,Jane Remover,35,0.352,0.46,8,-12.426,0,0.0443,0.915,1.88e-06,0.11,0.212,126.739,158733
Fear,6 In The Morning,spotify:track:1iL1mld9Q9YZgIVQCVJ0JB,Nuha Ruby Ra,25,0.35,0.503,9,-8.903,1,0.0352,0.0666,0.806,0.122,0.569,91.643,319440
Fear,Wharf (ii),spotify:track:6KKtTJAgNLCW7LAtuI9Dwy,Horsey,41,0.262,0.479,9,-9.545,1,0.0488,0.0717,0.666,0.15,0.0499,76.647,265879
Fear,Strange Dance,spotify:track:3frH5rQAE1DnmKgGLno48o,Philip Selway,15,0.415,0.401,10,-7.569,0,0.0263,0.0559,0.335,0.105,0.0395,84.979,357029
Fear,Sleeping In Your Garden,spotify:track:1eG48OpdY0FRJcDlBwqzRi,Gia Ford,41,0.697,0.363,2,-8.213,1,0.0334,0.104,0.00717,0.122,0.301,85.524,204029
Fear,Sombre Two,spotify:track:5nWz8hDOfQ9p4VagLZ4wxS,Dry Cleaning,34,0.336,0.143,4,-16.834,0,0.0367,0.807,0.942,0.103,0.0384,86.079,136653
Fear,What Would I Do?,spotify:track:5EJA7Rwkeuvm98CZg0XXNO,Strawberry Guy,74,0.539,0.461,11,-7.674,1,0.0279,0.457,0.903,0.072,0.436,128.635,234000
Fear,zi oi 自爱,spotify:track:4Uucg1X9dhLUuRTsRkkI4X,mui zyu,29,0.132,0.306,7,-14.573,1,0.0392,0.842,0.362,0.0799,0.135,73.043,256811
Fear,Burn Out,spotify:track:6MhC5b2cyCER2LpuCXR3Fb,Johnny Goth,44,0.437,0.636,10,-6.312,1,0.0267,0.0138,0.0346,0.162,0.127,79.996,233969
Fear,ahhh,spotify:track:4viqaCQX1jMEDmTPKT1Bry,Chakra Efendi,24,0.563,0.69,0,-7.537,0,0.0502,0.873,0.0735,0.597,0.382,180.068,184000
Fear,I Stood Bleeding,spotify:track:7iwRXTRE81MwsiORhGYVlH,bloody/bath,33,0.407,0.534,9,-8.778,1,0.0266,0.0375,0.973,0.0978,0.21,180.017,250125
Fear,Dusty,spotify:track:2NR6sk2q4WAzVMB3qaqpx3,mui zyu,26,0.49,0.206,8,-15.267,0,0.0394,0.955,0.186,0.0991,0.0391,97.759,117547
Fear,Anyone's Ghost,spotify:track:6NrjC9PUZo2do7aLhkf373,The National,42,0.745,0.789,6,-7.132,1,0.0917,0.281,0.769,0.108,0.744,120.061,174173
Fear,Way Past Three,spotify:track:3lWEr9ARqZA5K9v9BS26J2,Nightbus,38,0.713,0.606,9,-11.426,0,0.101,0.0461,0.106,0.101,0.45,140.081,162000
Fear,Exhaust / Surroundings,spotify:track:1ZxkEYMc2koZHb62qmUBzW,PVA,31,0.596,0.784,11,-6.456,0,0.0456,0.00125,0.188,0.12,0.13,120.09,340813
Fear,Deep Green,spotify:track:3y7SaLukj7ONKxdZLAoQtH,Marika Hackman,48,0.52,0.583,9,-10.085,0,0.0311,0.433,0.0203,0.197,0.236,98.987,215729
Fear,Taker,spotify:track:1RlstRnDWwqLhOWtL16Iqy,DIIV,48,0.378,0.611,9,-6.396,1,0.0335,0.000916,0.862,0.11,0.159,139.895,268800
Fear,Heavy Water/I'd Rather Be Sleeping,spotify:track:6IUwiHsyKAZtfBy37Wu4ij,Grouper,54,0.458,0.309,2,-14.186,1,0.0283,0.909,0.956,0.118,0.0556,106.006,173027
Fear,My Cosmos Is Mine,spotify:track:4KsArIpW1fuKW6ULDI44lx,Depeche Mode,49,0.433,0.778,4,-6.348,0,0.0892,0.206,0.53,0.159,0.236,82.512,316900
Fear,Some things Cosmic,spotify:track:5JeZZtqY0loM9UHQVIChby,Angel Olsen,57,0.214,0.182,8,-13.538,1,0.0368,0.919,0.00465,0.113,0.104,143.171,174867
Fear,Blue May,spotify:track:6vlN4TQsjWS6mQKvJX2ERP,White Flowers,34,0.45,0.345,4,-11.36,1,0.026,0.513,0.0401,0.198,0.136,83.486,233556
Fear,"Beautiful, but Bleak",spotify:track:4COhacNez6tWj4GTGNKJvB,Wilted Flower,26,0.385,0.585,2,-11.248,0,0.262,0.425,0.000442,0.57,0.608,125.734,217000
Fear,Deep Six Textbook,spotify:track:70NVkxI6kOjABDvRDkRLqQ,Let's Eat Grandma,35,0.515,0.55,5,-9.66,1,0.0273,0.551,0.935,0.113,0.221,100.052,339173
Fear,princes of melancholia,spotify:track:6VTs85uQ0holJSYhflQsua,mehro,52,0.624,0.382,7,-9.126,1,0.0297,0.725,0.000405,0.091,0.401,123.955,153916
Fear,Milky,spotify:track:6SSApQjEIaX0xy8fF9nzjf,Laundromat,27,0.337,0.349,10,-9.75,1,0.0325,0.839,0.857,0.105,0.13,80.092,241444
Fear,Head Over Heels,spotify:track:5UC89ZH1hMDKaDFGfKBrwF,Japanese Breakfast,42,0.41,0.15,7,-11.945,1,0.0296,0.954,0.013,0.11,0.0562,69.267,237333
Fear,Flood,spotify:track:49WW6BCMjCCYt6V6UEhy4H,Dehd,40,0.503,0.467,9,-6.682,1,0.0289,0.0675,0.00097,0.128,0.306,102.731,177317
Fear,Dancing and Blood,spotify:track:23r92m2ABmBYCjQ55hncxY,Low,34,0.235,0.388,10,-14.168,1,0.0725,0.935,0.962,0.108,0.0309,160.024,382675
Fear,Dreamer,spotify:track:4VwxfY2vOzrf0LXb4HFEvk,Nabihah Iqbal,41,0.438,0.841,4,-5.503,1,0.0424,0.00516,0.601,0.128,0.415,135.014,233600
Fear,They Are Night Zombies!! They Are Neighbors!! They Have Come Back From the Dead!! Ahhhh!,spotify:track:6pvwYMVs13EJ8jj4LMX0aV,Sufjan Stevens,46,0.675,0.499,9,-9.505,0,0.0271,0.83,0.000241,0.095,0.434,94.985,309787
Fear,Brkn,spotify:track:0kt17oiymmdO5hl4FpVKpu,VOID,34,0.32,0.44,8,-12.231,1,0.0342,0.0757,0.868,0.132,0.0739,104.097,179805
Fear,bmbmbm,spotify:track:3VRR4cKNiHC3CzY4iGj9XX,black midi,50,0.605,0.678,11,-6.662,1,0.11,0.0256,0.00121,0.143,0.347,89.06,296747
Fear,Counting Empties,spotify:track:7E24Lrt5981VzxUAZQ8Cw2,Bleach Lab,40,0.512,0.465,5,-10.397,1,0.026,0.332,0.849,0.106,0.355,95.029,228017
Fear,Tastes Good With The Money,spotify:track:2PVIlhwBem76mLR9qentnl,Fat White Family,38,0.242,0.707,0,-6.018,1,0.049,0.0179,0.12,0.12,0.201,156.048,342539
Fear,Persuader - Edit,spotify:track:7J3T5PQLhtDMCJVO8IacUB,LICE,22,0.749,0.569,10,-12.844,0,0.0493,0.274,0.896,0.115,0.891,119.976,165400
Fear,Live Forever,spotify:track:3mD05E4WmEnVCC8bQgpQEd,Daniel Spaleniak,32,0.479,0.647,7,-6.376,0,0.0261,0.43,0.794,0.17,0.43,89.993,177801
Fear,Feed the Flowers Nightmares,spotify:track:4lyjNOz9dY0ON1y7ZBdU0P,Wyldest,23,0.264,0.278,7,-11.145,1,0.0366,0.747,0.381,0.101,0.0911,116.719,256107
Fear,Smalltown Boy,spotify:track:4eau8qa4koyrqBysxTBCpp,Kele,38,0.547,0.409,11,-8.835,0,0.0248,0.921,0.832,0.105,0.12,92.094,262040
Fear,Something Better,spotify:track:68GhBQGD6zcd7voOlJJxAH,Plastic Mermaids,24,0.551,0.534,2,-4.636,1,0.0288,0.0681,0.00162,0.109,0.3,134.106,340410
Fear,Miracle of Life,spotify:track:7ypqr1r0iQSrkF9eP21wjh,Bright Eyes,34,0.529,0.579,8,-9.311,1,0.0296,0.281,0.12,0.106,0.59,93.282,216584
Fear,Lost,spotify:track:5GbEVRKvHeBEE8PARaRQOJ,Crippled Black Phoenix,36,0.493,0.727,4,-7.763,0,0.0475,0.000152,0.625,0.333,0.256,120.002,491180
Fear,Nightmares on Repeat,spotify:track:5j86pOXbQwoJUmTJj3xiUc,Emily Jane White,30,0.327,0.47,1,-11.316,0,0.0277,0.761,0.833,0.148,0.121,79.571,279000
Fear,Slowdance I,spotify:track:4G0LxX3BHpxI6QJZbw0iK6,The Murder Capital,37,0.45,0.4,9,-7.82,1,0.0302,0.0764,0.85,0.104,0.092,99.542,241332
Fear,Deaf,spotify:track:4XxcYQq3q2hxjTTKKyiyR4,Just Mustard,45,0.441,0.75,4,-6.886,1,0.0351,0.0617,0.00216,0.306,0.502,97.107,312400
Fear,MSQ No-Extra,spotify:track:4KPv9BQVlUJSt8QVi5Jf4x,Black Marble,45,0.53,0.634,6,-8.984,1,0.0383,0.00536,0.939,0.089,0.652,166.899,256000
Fear,Sure,spotify:track:2rzXyaf7zyauiww5E6wvPt,Bnny,30,0.575,0.24,4,-13.156,1,0.0277,0.818,0.431,0.101,0.158,81.75,209923
Fear,Track X,spotify:track:7oPKmDtDC8DLx2lN50JvGc,"Black Country, New Road",28,0.502,0.379,2,-14.936,1,0.0387,0.894,0.877,0.118,0.323,173.021,284480
Fear,"Jim, Let's Play",spotify:track:5cfURqfJGCi5EvCmJsDCtl,Drug Store Romeos,28,0.698,0.483,9,-9.334,1,0.0301,0.458,0.874,0.275,0.279,133.978,184147
Fear,Better Days,spotify:track:2fbWhSnQsDn5Xd1yNg2aDy,Baba Ali,18,0.612,0.76,6,-6.827,0,0.0408,0.0562,0.0131,0.112,0.337,98.002,307680
Fear,I Like You,spotify:track:4mlqHOqOXja92BT4M51lkj,dandelion hands,53,0.35,0.1,4,-18.491,1,0.0328,0.989,0.545,0.11,0.135,108.74,167126
Fear,Only You,spotify:track:3JMjKtZBlmYQ6oApn5LlEv,Chartreuse,25,0.298,0.283,0,-9.657,1,0.0428,0.633,8.93e-05,0.0828,0.146,59.859,222973
Fear,Birth,spotify:track:0McTGe6ZnZuPdj4Nhufesa,Runah,22,0.54,0.538,9,-8.097,1,0.0375,0.349,0.000858,0.103,0.252,120.07,248272
Fear,Tub Erupt,spotify:track:10cGLoFNjiTD4qSA5B2jl5,Vanishing Twin,26,0.634,0.676,5,-10.473,1,0.0388,0.14,0.726,0.0937,0.667,166.567,172893
Fear,Lifeboats,spotify:track:4v5Gh9dg1S51pOUwJeU49Q,Eleanor Collides,24,0.315,0.545,7,-8.864,1,0.0273,0.0165,0.00066,0.655,0.329,78.906,254810
Fear,My Friend of Misery,spotify:track:3GGkrhDdtE10kUbMHGsrm1,Cherry Glazerr,23,0.586,0.854,9,-6.023,1,0.0632,0.066,7.04e-05,0.0836,0.328,119.988,210653
Fear,deepfake,spotify:track:4joNvDANwbD24bZhI6au7d,deep tan,26,0.845,0.42,4,-8.967,1,0.0388,0.57,0.31,0.247,0.501,141.96,185993
Focus,So Far So Good,spotify:track:6zTbtySCRStJOv5xA4XvRE,Sun Of They,66,0.577,0.0721,2,-22.973,1,0.0317,0.981,0.898,0.111,0.242,73.998,151917
Focus,Apricity,spotify:track:6cr9XbO2yAJgTNa6XNRINF,Imala Zir,65,0.467,0.243,11,-22.534,1,0.0332,0.842,0.947,0.115,0.0541,75.031,158000
Focus,Solatium,spotify:track:4br0nM6NdvDKMJgLj44foR,Imber Sun,64,0.442,0.112,2,-18.687,1,0.0415,0.985,0.919,0.111,0.111,112.206,126986
Focus,efflorescence,spotify:track:7qa14fkhxgOwWgJ2cbDTyc,Far & Beyond,64,0.509,0.212,6,-23.342,1,0.0305,0.843,0.853,0.111,0.0711,84.0,143500
Focus,Gather My Thoughts,spotify:track:11nkLTEsCUzxXLWpyuz65G,Josef Briem,64,0.346,0.0513,7,-20.528,1,0.0432,0.954,0.895,0.105,0.058,129.445,183500
Focus,Fresh Paint,spotify:track:40yQjVqMx52xTlY4KFZXnh,Shape Of Our Dreams,63,0.378,0.0973,3,-20.7,1,0.0418,0.955,0.94,0.115,0.0564,118.209,154992
Focus,Infinite Sustain,spotify:track:5AciiCKJKTLKRrAPSrKQy5,Amaranth Cove,64,0.529,0.214,6,-19.268,1,0.0315,0.8,0.907,0.109,0.0903,124.069,149000
Focus,Borealis,spotify:track:7hYgGeMBarMRK5iGPqKGsb,PLACID,63,0.437,0.189,9,-11.221,0,0.0287,0.479,0.718,0.118,0.13,71.407,105957
Focus,mind reader,spotify:track:76aMjXNa94NuHTNC0BFoH8,Haltura Arnadottir,63,0.513,0.0646,0,-21.471,1,0.0352,0.964,0.828,0.0967,0.135,74.906,169567
Focus,Distant Star,spotify:track:1J0hsOJoJA2GuY1Yd08owz,Noonie Moon,61,0.581,0.083,10,-20.563,0,0.0348,0.994,0.965,0.107,0.157,78.967,115443
Focus,Hovering Above,spotify:track:5PousAnbyul3dTZlmGqEs0,Auðura,58,0.517,0.0377,5,-24.575,1,0.034,0.972,0.894,0.109,0.0699,79.983,125438
Focus,pull me in,spotify:track:6Nk81KRPclU0PJmYQeEZyF,Sun Of They,60,0.46,0.188,1,-22.21,0,0.0333,0.944,0.817,0.108,0.075,74.04,186010
Focus,Mastermind,spotify:track:3lt88w6SiiTWWvG0LYXRjx,Josef Briem,61,0.587,0.101,6,-19.363,0,0.035,0.895,0.915,0.111,0.167,74.047,178300
Focus,Bridges,spotify:track:4ojVtI82vjDG9gBEE29YBb,Woven Hearts,62,0.614,0.109,11,-18.283,0,0.0471,0.913,0.905,0.11,0.158,148.072,165459
Focus,Dreamshaper,spotify:track:5N9usiGt4EYV0V6YInEmIR,Agnes Lundh,61,0.5,0.0744,7,-20.888,1,0.0381,0.959,0.93,0.11,0.0828,65.364,163917
Focus,Spaces,spotify:track:72eV4iUZ0MHnx35ARmPwYY,William Reed,61,0.498,0.119,0,-20.206,1,0.0286,0.874,0.942,0.111,0.0532,74.921,136258
Focus,Mind over matter,spotify:track:1XTcfJ0PlFW3xSq4kqPxqr,Josef Briem,61,0.521,0.119,10,-18.879,1,0.0364,0.976,0.878,0.113,0.163,59.008,153878
Focus,Getting Closer,spotify:track:7kfCTnxt6irtsSWWbFib62,Pireas,61,0.575,0.0605,1,-19.301,0,0.0644,0.994,0.924,0.104,0.267,146.405,107906
Focus,Wish I Knew,spotify:track:753JsxMTj2sSrV3VBUzlmh,Spaced Out Dreams,60,0.316,0.0899,0,-22.09,1,0.0458,0.864,0.845,0.112,0.0903,73.709,137365
Focus,Sightings,spotify:track:0cUTNAkzhEjrAmSnp79aIE,Agnes Lundh,54,0.58,0.0541,10,-20.988,0,0.0312,0.978,0.896,0.111,0.208,147.79,165260
Focus,Relentless,spotify:track:6b1iYDiid8sZVQzwrF438y,Silver Falls,60,0.352,0.074,4,-23.149,0,0.0303,0.98,0.879,0.107,0.116,71.46,163831
Focus,Seeing Sound,spotify:track:1c9EcAZaZwvguJscnojXaR,San Bernadino 5,60,0.528,0.103,5,-21.485,1,0.0324,0.838,0.868,0.114,0.0896,84.035,124286
Focus,Infra,spotify:track:7aUZ3tEkoDN8qE6Rl6TfCc,Tiger Throws,60,0.452,0.0314,11,-23.602,0,0.0399,0.911,0.918,0.119,0.0507,78.082,140525
Focus,Tide,spotify:track:2j7uOzdepAtKUnn8VcuNEV,Nomad Spector,59,0.599,0.209,1,-19.438,1,0.0374,0.898,0.843,0.112,0.125,139.926,150718
Focus,Whispering,spotify:track:1hWZ0uScuJ6PSeoe2p4sKC,Space Access,60,0.621,0.136,9,-26.077,0,0.0396,0.859,0.906,0.111,0.131,140.068,132500
Focus,Steady figures,spotify:track:1sGdr8pFBYgx4ZHDLjcH5c,Imber Sun,59,0.536,0.189,2,-17.024,1,0.0394,0.858,0.897,0.111,0.122,73.964,161316
Focus,circumstances,spotify:track:47ibywRXe3EGtaL4ZVhvzL,Garden Collective,59,0.594,0.0979,2,-16.918,1,0.0379,0.978,0.931,0.112,0.191,133.627,192592
Focus,Echoed Memory,spotify:track:4oNCXU6RZG6qpVDAfZUoEh,Equanimity Seekers,59,0.617,0.127,11,-17.301,0,0.0386,0.956,0.707,0.111,0.198,116.099,128000
Focus,Unperturbed,spotify:track:5483XAumUCO44oXXH5lxfg,Gate.74,59,0.653,0.134,4,-19.707,1,0.062,0.836,0.876,0.0908,0.0937,120.033,157681
Focus,bounce back,spotify:track:1rkxyQH6y3qxysbYKo8yyI,Far & Beyond,59,0.542,0.106,0,-20.175,1,0.0389,0.955,0.947,0.0812,0.141,67.994,178599
Focus,Pyramids,spotify:track:1a2BXMnQbjArGITwt3bMD9,Humasnó,59,0.591,0.0949,6,-15.708,0,0.0462,0.967,0.902,0.103,0.146,136.406,121765
Focus,Keep It Together,spotify:track:5IYnFJVBmhQGGluaHAHZaf,Naómi Sun,59,0.605,0.055,10,-22.641,0,0.0313,0.95,0.907,0.113,0.139,74.966,135700
Focus,Crystals,spotify:track:4gAlANEHRk0T04OKXNc9vy,Sun Of They,58,0.392,0.194,5,-16.216,0,0.034,0.98,0.91,0.118,0.179,108.663,182434
Focus,Daydreams Again,spotify:track:65g63lVQqRCZsqROayNak9,Sisters Of Marks,58,0.646,0.153,5,-20.776,1,0.0362,0.946,0.821,0.207,0.124,92.699,165724
Focus,The inner circle,spotify:track:41ial1TTDNlhaEuzpI5SAk,Dreams Ahead,58,0.551,0.128,2,-16.382,1,0.0316,0.927,0.937,0.105,0.0828,74.934,184231
Focus,Distance,spotify:track:0fOzbcpxqSgX5KhLwfdGyi,Ben Tofft,58,0.665,0.0654,11,-18.799,0,0.0466,0.963,0.901,0.111,0.299,127.191,131519
Focus,Sounds from Home,spotify:track:5iFHdi7BB0koNu8t2Ug82n,Haltura Arnadottir,58,0.476,0.064,11,-17.377,0,0.0411,0.939,0.872,0.109,0.146,73.825,193417
Focus,The Narrator,spotify:track:0RsUZkIIsJAXDzsDa5xz12,Dance Of Centuries,57,0.525,0.0856,0,-16.351,1,0.0395,0.976,0.865,0.118,0.121,74.038,150088
Focus,Orion's Belt,spotify:track:2p36nzolzAlLbaFAQiqfPd,Lykke Juno,57,0.544,0.224,9,-12.71,0,0.0422,0.894,0.95,0.122,0.0998,68.989,118261
Focus,What You Were Looking For,spotify:track:5LdVyywNiR4gqPPM3yqVSR,Broken Legacy,57,0.756,0.0881,9,-19.834,0,0.0501,0.94,0.911,0.111,0.165,124.082,200235
Focus,Upside,spotify:track:7cEcI3DZiwBrFcF3bAeBuL,Wimmel,57,0.413,0.0324,5,-25.884,1,0.0273,0.922,0.855,0.0946,0.0727,74.943,166599
Focus,blue dream mountain,spotify:track:0fdn9DETYyIN4sEuSqkm1x,bonecatcher,57,0.586,0.0459,3,-21.804,1,0.0311,0.984,0.936,0.128,0.0674,75.0,149600
Focus,river song,spotify:track:6f6qUsqIfRIEqHJuL6EFAn,Spaced Out Dreams,57,0.595,0.13,0,-19.655,1,0.034,0.97,0.868,0.111,0.181,100.93,162902
Focus,Breaking the Barrier,spotify:track:4HXS5JIpFZmXj4yFMOv4gU,Dreams Ahead,57,0.555,0.0712,5,-17.961,1,0.0373,0.98,0.738,0.111,0.251,67.075,150558
Focus,Canvas,spotify:track:7wjaxqy8HJOMfX1qoZNdTZ,Philó,56,0.465,0.0375,4,-22.686,0,0.0352,0.921,0.853,0.096,0.0796,85.019,156130
Focus,Blue Hour,spotify:track:2B8K5m8XwCz2MJvahACTjD,Pireas,57,0.616,0.171,10,-17.482,0,0.0405,0.993,0.929,0.11,0.213,84.064,140804
Focus,Icicles,spotify:track:7Cr1H2QTtm9KXobncJOkJF,Joy Parade,56,0.406,0.103,2,-17.993,1,0.0408,0.972,0.9,0.112,0.182,67.543,146867
Focus,Simple Thing,spotify:track:1xn4V99fkCg868FBTlQSyC,Sisters Of Marks,56,0.489,0.185,2,-21.407,0,0.0282,0.762,0.893,0.111,0.135,149.927,181256
Focus,Summer Vibes,spotify:track:3nBn6Ox2yVzTuAmi2rbo9H,Serenity Within,56,0.546,0.132,11,-18.227,0,0.0344,0.636,0.903,0.135,0.15,130.016,156753
Focus,Open to it,spotify:track:7AkmShdIslE2jkJ4jHbYmd,Far & Beyond,56,0.321,0.113,10,-17.222,1,0.0376,0.959,0.924,0.11,0.152,67.401,144404
Focus,Sharing is Caring,spotify:track:09o3Sp5xVj63YQIoMmPHad,Imber Sun,56,0.317,0.0992,4,-20.105,1,0.0301,0.891,0.863,0.111,0.15,95.929,131592
Focus,Cherubim,spotify:track:1AL54jGmiH5sEn7OUIbVVP,Miller & Bronx,55,0.577,0.0406,11,-21.477,1,0.0482,0.965,0.873,0.11,0.297,149.851,161698
Focus,Good Days,spotify:track:0oXl1pTqskTdXuu46tPCJm,Lykke Juno,55,0.508,0.209,11,-16.211,0,0.0288,0.988,0.882,0.108,0.112,138.097,111304
Focus,Chatoyant,spotify:track:7hwwc6qNtXxwurI2AcDg3E,Sometimes We Fall,55,0.469,0.0737,2,-22.375,1,0.0413,0.969,0.922,0.111,0.204,144.04,163656
Focus,Victory Laps,spotify:track:34Dgd9lC0X0AQwq4L3RbvY,Josef Briem,55,0.492,0.038,0,-23.197,1,0.0378,0.94,0.897,0.111,0.265,74.866,134783
Focus,Sunday on my mind,spotify:track:5vAUwAzCryz0XuR6QdGwbk,Joy Parade,55,0.55,0.0907,6,-16.55,1,0.0348,0.994,0.928,0.111,0.135,83.041,124854
Focus,Places,spotify:track:1E5wZo0royZB8p9rt7TRB8,June Wysh,55,0.463,0.114,1,-17.919,0,0.0297,0.932,0.88,0.107,0.0681,149.941,135400
Focus,Nowhere,spotify:track:07niZTYNkvPcw61OX0YSR6,Nomad Spector,55,0.476,0.104,11,-20.96,0,0.0296,0.932,0.894,0.111,0.0386,70.003,205795
Focus,Under the Horizon,spotify:track:1ScBivNTBV7KVIjumkFvFE,Hers Lake,55,0.388,0.0247,7,-22.376,1,0.042,0.978,0.911,0.111,0.336,78.486,149973
Focus,Memories of Tomorrow,spotify:track:3S5bNdw13XmF0Zw98KtVrV,Imber Sun,54,0.526,0.0732,7,-19.831,1,0.034,0.926,0.869,0.149,0.131,90.815,147767
Focus,Lift,spotify:track:2dcOprxauIydtyWGbRY7aF,GLADE,54,0.493,0.217,4,-14.367,1,0.0288,0.827,0.777,0.0977,0.134,107.103,116636
Focus,Effortless,spotify:track:3XW2ewe1iNoBlHTYPUi39V,Space Access,54,0.604,0.216,11,-18.172,0,0.0412,0.873,0.863,0.111,0.0708,72.029,167820
Focus,retrospect,spotify:track:1vlaBhPNXdqdhdjkwV8VCv,Isaak Young,54,0.297,0.0991,11,-20.172,0,0.0393,0.92,0.897,0.111,0.171,35.366,174542
Focus,Once I Dreamed,spotify:track:0yVsNXZjSNO0uLhPs8pynS,Tim Gourolis,54,0.302,0.127,9,-19.69,0,0.0386,0.905,0.91,0.0965,0.137,109.262,192047
